id,features
1510,"[0.012021762318909168, 0.5860508680343628, 0.09147908538579941, 0.2172924429178238, 0.04303152114152908, 0.1294139325618744, 0.35440775752067566, 0.22128687798976898, 0.07859790325164795, 0.30259883403778076]"
1520,"[0.0, 0.17379510402679443, 0.0, 0.2975178062915802, 0.32281002402305603, 0.5722054839134216, 0.2364315688610077, 0.11572287976741791, 0.11175430566072464, 1.1062284708023071]"
1550,"[0.0, 0.8362362384796143, 0.19250613451004028, 0.13679496943950653, 0.21164396405220032, 0.2885538637638092, 0.0648842304944992, 0.5710003972053528, 0.3386876583099365, 0.6049477458000183]"
1570,"[0.0, 0.0, 0.7680456042289734, 0.0, 0.06930713355541229, 0.5561143159866333, 0.24414461851119995, 1.1108330488204956, 0.4855461120605469, 0.9941248297691345]"
1580,"[0.14717978239059448, 0.9881789684295654, 0.13902729749679565, 0.41959598660469055, 0.1912466138601303, 0.6066629886627197, 0.20623785257339478, 0.7243731021881104, 0.09594415128231049, 0.615548849105835]"
1590,"[0.46564406156539917, 0.4649474024772644, 0.22026275098323822, 0.0, 0.29929935932159424, 0.0, 0.12655365467071533, 0.33637017011642456, 0.4855317175388336, 0.8777384161949158]"
1600,"[0.17131707072257996, 0.2578698992729187, 0.3539847433567047, 0.0, 0.5746549963951111, 0.22568191587924957, 0.9326034784317017, 0.940828800201416, 0.0, 0.10337560623884201]"
1610,"[0.30827847123146057, 0.9716687202453613, 0.13209408521652222, 0.4132137894630432, 0.18614059686660767, 0.8295713663101196, 0.4530206620693207, 0.48905929923057556, 0.0, 0.7437347173690796]"
1620,"[0.4318557679653168, 1.0064787864685059, 0.4229066073894501, 0.5473865270614624, 0.2165190726518631, 0.44129401445388794, 0.28335049748420715, 0.13752241432666779, 0.14378337562084198, 0.5637446641921997]"
1630,"[0.012021762318909168, 0.5860508680343628, 0.09147908538579941, 0.2172924429178238, 0.04303152114152908, 0.1294139325618744, 0.35440775752067566, 0.22128687798976898, 0.07859790325164795, 0.30259883403778076]"
1640,"[0.0, 0.3427317142486572, 0.15091729164123535, 0.7297603487968445, 0.15816305577754974, 0.0, 0.06732970476150513, 0.3129405081272125, 0.4572433531284332, 0.8885282278060913]"
1650,"[0.37898898124694824, 0.459536612033844, 0.7135632634162903, 0.9950271844863892, 0.10764174908399582, 0.524124026298523, 0.15826445817947388, 0.4036136567592621, 0.6701455116271973, 0.012310815043747425]"
1660,"[0.20360685884952545, 0.18690401315689087, 0.4241880774497986, 0.5635010004043579, 0.5419782400131226, 0.7025255560874939, 0.48953741788864136, 0.7346150875091553, 0.2500656843185425, 0.4049649238586426]"
1670,"[0.6776494383811951, 0.402560293674469, 0.5986623764038086, 0.8064411878585815, 0.149516761302948, 0.8934893012046814, 0.7081356048583984, 0.42066964507102966, 0.2166830152273178, 0.0]"
1680,"[0.4332210123538971, 0.8165777325630188, 0.2532321810722351, 0.5418509244918823, 0.0, 0.4693489670753479, 0.4638666808605194, 0.9065678119659424, 0.12465991079807281, 0.39420193433761597]"
1690,"[0.6109070181846619, 0.6904270648956299, 0.16661518812179565, 0.23502671718597412, 0.34643253684043884, 0.2743529975414276, 0.0, 0.3127545416355133, 0.34142956137657166, 0.7925363779067993]"
1720,"[0.2889874577522278, 0.09454209357500076, 0.022856347262859344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21228154003620148, 0.7198418378829956]"
1730,"[0.5819281339645386, 0.5693507194519043, 0.43463268876075745, 0.7360625863075256, 0.23876886069774628, 0.4088841676712036, 0.5774080157279968, 0.8696795105934143, 0.06093616038560867, 0.13814899325370789]"
1750,"[0.0, 0.4021644592285156, 0.021139448508620262, 1.0682401657104492, 0.11370640248060226, 0.19973242282867432, 0.0, 0.0, 0.2814745306968689, 0.6777352690696716]"
1760,"[0.0, 0.009815119206905365, 0.137660413980484, 0.6460187435150146, 0.4150322675704956, 0.0, 0.0, 0.5703995823860168, 0.6238883137702942, 0.3682587146759033]"
1770,"[0.40742117166519165, 0.5259171724319458, 0.533469021320343, 0.680146336555481, 0.4099278450012207, 0.687962532043457, 0.27686256170272827, 0.5831496119499207, 0.2105015516281128, 0.309274822473526]"
1780,"[0.9588357210159302, 0.9690728187561035, 0.005515482276678085, 0.1586800068616867, 0.0, 0.0, 1.4631966352462769, 0.6065242290496826, 0.6422258019447327, 0.21355459094047546]"
1810,"[0.2747194170951843, 0.4714684784412384, 0.538041353225708, 0.5034774541854858, 0.42399144172668457, 0.5911664962768555, 0.6120485067367554, 0.6441354155540466, 0.19074608385562897, 0.35731565952301025]"
1830,"[0.5872567296028137, 0.7267179489135742, 0.06186098977923393, 0.503934383392334, 0.7229709029197693, 0.5701352953910828, 0.1785503327846527, 0.7701759934425354, 0.24910859763622284, 0.4417305290699005]"
1840,"[0.33498474955558777, 0.27818459272384644, 0.504422128200531, 0.4275301992893219, 0.28395575284957886, 0.5016197562217712, 0.43173521757125854, 0.7775322198867798, 0.18225470185279846, 0.6576547026634216]"
1850,"[0.6738139986991882, 0.007425214163959026, 1.2305908203125, 1.1712590456008911, 0.08103727549314499, 0.6608772277832031, 0.3585951626300812, 0.0, 0.1294388324022293, 0.5879698991775513]"
1860,"[0.18323856592178345, 0.453250914812088, 0.5354834794998169, 0.40536755323410034, 0.700964629650116, 0.0009328037267550826, 0.4906918704509735, 1.4765150547027588, 0.2962060868740082, 0.0]"
1870,"[0.8341994285583496, 0.5184710025787354, 0.08702238649129868, 0.7716382145881653, 0.5029027462005615, 0.6567180156707764, 0.23221978545188904, 0.5945577621459961, 0.21184583008289337, 0.1977539360523224]"
1880,"[0.7782443761825562, 0.5048765540122986, 0.6282293200492859, 0.8611960411071777, 0.13692238926887512, 0.4322018027305603, 0.41229119896888733, 0.19328492879867554, 0.44811418652534485, 0.5966207981109619]"
1890,"[0.0, 0.2541544735431671, 0.0, 1.1088696718215942, 0.35861727595329285, 0.5140655636787415, 0.0, 0.0, 0.6287898421287537, 0.4949343800544739]"
1900,"[0.6999759674072266, 0.5220286250114441, 1.057946801185608, 0.6135389804840088, 0.6748861074447632, 0.44315728545188904, 0.584854245185852, 0.5313533544540405, 0.6451178193092346, 0.21155688166618347]"
1910,"[0.5225132703781128, 0.5941535830497742, 0.18158914148807526, 0.012501779943704605, 0.2326473593711853, 0.9123830795288086, 0.6076146960258484, 0.9552764892578125, 0.618534505367279, 0.1426515132188797]"
1920,"[0.11777817457914352, 0.6973647475242615, 0.294778436422348, 0.44423365592956543, 0.1893199384212494, 0.0, 0.0, 0.3692570924758911, 0.5517808794975281, 0.7850012183189392]"
1940,"[0.4632417857646942, 0.5820531249046326, 0.22323614358901978, 0.7900835275650024, 0.13326650857925415, 0.45783838629722595, 0.4597150683403015, 0.8639727234840393, 0.28672125935554504, 0.4445105195045471]"
1950,"[0.38341376185417175, 0.38797134160995483, 0.3789106011390686, 0.6306054592132568, 0.3585413992404938, 1.0343130826950073, 0.7158560156822205, 0.5363611578941345, 0.10217780619859695, 0.5041413903236389]"
1960,"[0.40336284041404724, 0.37508076429367065, 0.47371706366539, 0.5626929998397827, 0.4726134240627289, 0.8076042532920837, 0.5369013547897339, 0.8878124356269836, 0.1541321873664856, 0.32374823093414307]"
1970,"[0.0, 0.07330404222011566, 0.15694406628608704, 0.16866448521614075, 0.32207199931144714, 0.0, 0.20737148821353912, 0.464577317237854, 0.4627612233161926, 1.1332842111587524]"
1980,"[0.0, 0.12462517619132996, 0.1880510151386261, 0.0, 0.025924209505319595, 0.0, 0.2313414067029953, 0.016015993431210518, 0.7830439209938049, 1.0589221715927124]"
1990,"[0.17562271654605865, 0.0, 0.3930681347846985, 0.2230614870786667, 0.08087746053934097, 0.5122523903846741, 0.0, 0.0, 0.5183694362640381, 0.3988344967365265]"
2000,"[0.09939087182283401, 1.0165234804153442, 0.11439968645572662, 0.37041547894477844, 0.12808020412921906, 0.6448812484741211, 0.41842687129974365, 0.475545197725296, 0.03539895638823509, 0.8858354687690735]"
2010,"[0.27856966853141785, 0.02033032663166523, 0.13053230941295624, 0.5995206832885742, 0.7284128069877625, 0.9066925644874573, 0.21432746946811676, 1.0905014276504517, 0.18188270926475525, 0.5184417963027954]"
2020,"[0.5638277530670166, 0.31987518072128296, 0.2674098014831543, 0.6045411825180054, 0.4822375178337097, 0.614608883857727, 0.5218111872673035, 0.8263094425201416, 0.18905286490917206, 0.5661872625350952]"
2040,"[0.0, 0.5671194791793823, 0.0, 0.9366680383682251, 0.0, 0.11562001705169678, 0.398343563079834, 0.3443039357662201, 0.32223373651504517, 0.7002425789833069]"
2050,"[0.020491991192102432, 0.5089177489280701, 0.0, 0.9139682054519653, 0.0, 0.0733177661895752, 0.05948910489678383, 0.0, 0.6221359968185425, 0.8901785016059875]"
2060,"[0.007066614460200071, 0.7144240736961365, 0.5463162660598755, 0.0, 0.030648529529571533, 0.0, 0.5418925881385803, 0.3241814374923706, 0.8247578144073486, 0.7774784564971924]"
2070,"[0.286564439535141, 0.2928176820278168, 0.42159533500671387, 0.8909440040588379, 0.38200128078460693, 1.0237354040145874, 0.5929416418075562, 0.4088634252548218, 0.19126471877098083, 0.3708285391330719]"
2080,"[0.14818868041038513, 0.4434802234172821, 0.0, 1.0111967325210571, 0.16837969422340393, 0.6469258069992065, 0.3544856011867523, 0.6709089875221252, 0.049559541046619415, 0.7325357794761658]"
2090,"[0.20118620991706848, 0.2965262830257416, 0.0, 0.9913848638534546, 0.03387802094221115, 0.6302680969238281, 0.2299274057149887, 0.5107812881469727, 0.0, 0.9022825360298157]"
2100,"[0.0, 0.5095875859260559, 0.17157520353794098, 0.6677117943763733, 0.10720847547054291, 0.6017450094223022, 0.4293774366378784, 0.5678765773773193, 0.15313002467155457, 0.7168791890144348]"
2110,"[0.0, 0.6882275342941284, 0.2833862900733948, 0.17147304117679596, 0.28007224202156067, 0.4883718192577362, 0.2798978090286255, 0.9267129898071289, 0.22426877915859222, 0.4319208562374115]"
2120,"[0.29101353883743286, 0.7168570756912231, 0.29347196221351624, 0.15426483750343323, 0.19985654950141907, 0.20128048956394196, 0.18566925823688507, 0.23365743458271027, 0.5171783566474915, 0.9137465357780457]"
2130,"[0.13447843492031097, 0.22789789736270905, 0.6431914567947388, 0.44405755400657654, 0.5292924046516418, 0.6623088121414185, 0.5116507411003113, 0.8078380823135376, 0.3547669053077698, 0.5565672516822815]"
2140,"[0.4314998984336853, 0.6586960554122925, 0.11286932975053787, 0.48394930362701416, 0.1084890067577362, 0.24164322018623352, 0.30022549629211426, 1.0399494171142578, 0.26805776357650757, 0.5087518095970154]"
2150,"[0.48610633611679077, 0.7367897629737854, 0.046034567058086395, 0.5639910697937012, 0.2587212026119232, 0.7101468443870544, 0.3766058385372162, 0.7593082785606384, 0.4405788481235504, 0.3313443660736084]"
2160,"[0.5049417018890381, 0.0, 0.367937296628952, 0.2843778729438782, 0.8778488039970398, 0.6410428285598755, 0.40829798579216003, 0.61858731508255, 0.17543475329875946, 0.9792212843894958]"
2170,"[0.005426240153610706, 0.6156835556030273, 0.15044425427913666, 0.21097972989082336, 0.24812866747379303, 0.3463648855686188, 0.22158530354499817, 0.035247404128313065, 1.1544479131698608, 0.5999079346656799]"
2180,"[0.41406235098838806, 1.2197753190994263, 0.4608498811721802, 0.3430388867855072, 0.16154971718788147, 0.5950257778167725, 0.2606831192970276, 0.40213799476623535, 0.20512254536151886, 0.48203927278518677]"
2190,"[0.0, 0.1804020255804062, 0.5786150097846985, 0.9397508502006531, 0.0, 0.3707119822502136, 0.09108853340148926, 0.0, 0.5357118844985962, 0.9585070610046387]"
2200,"[0.0, 0.10681982338428497, 0.0456090047955513, 0.40928348898887634, 0.13012246787548065, 0.40256714820861816, 0.5098771452903748, 0.8225160837173462, 0.030161568894982338, 0.5691046118736267]"
2210,"[0.3991701006889343, 0.17480827867984772, 0.5139710307121277, 0.42935124039649963, 0.6460379958152771, 0.863038182258606, 0.4509317874908447, 0.681145429611206, 0.2302694171667099, 0.45984891057014465]"
2240,"[0.2291562855243683, 0.3849640488624573, 0.3209267258644104, 0.7651106119155884, 0.3162027895450592, 0.566494345664978, 0.5890170931816101, 0.4990425109863281, 0.22783690690994263, 0.563022255897522]"
2250,"[0.13574378192424774, 0.5985153913497925, 0.4205764830112457, 0.47202634811401367, 0.803857684135437, 0.5060984492301941, 0.3201446831226349, 0.3036772906780243, 1.2582837343215942, 0.17411528527736664]"
2260,"[0.9733976721763611, 1.321154236793518, 0.1617933064699173, 0.22567223012447357, 0.0, 0.28174078464508057, 0.06938514858484268, 0.14975899457931519, 0.22397947311401367, 0.5331227779388428]"
2280,"[0.1176484078168869, 0.736091673374176, 0.5053488612174988, 0.2036776840686798, 0.4779745638370514, 0.4168182909488678, 0.30270469188690186, 0.6225817799568176, 0.35180357098579407, 0.6237461566925049]"
2290,"[0.0, 0.43565264344215393, 0.6667226552963257, 0.471762478351593, 0.5658756494522095, 0.21570658683776855, 0.49104470014572144, 0.8324286341667175, 0.3369927406311035, 0.40068912506103516]"
2300,"[0.1600310355424881, 0.28931793570518494, 0.33499789237976074, 0.5015804171562195, 0.3706548810005188, 1.054065465927124, 0.5192962884902954, 1.0197278261184692, 0.03941331058740616, 0.3973386883735657]"
2310,"[0.07596521824598312, 0.6665979027748108, 0.1834573596715927, 0.94175124168396, 0.0, 0.6373158097267151, 0.6466571092605591, 0.5835667252540588, 0.08723201602697372, 0.5184628963470459]"
2320,"[0.49338048696517944, 0.6445407867431641, 0.567936360836029, 0.649993360042572, 0.2741023004055023, 0.01491253636777401, 0.2998640537261963, 0.34741541743278503, 0.38992682099342346, 0.5249544978141785]"
2330,"[0.506380021572113, 0.405659556388855, 0.16045214235782623, 0.20697909593582153, 0.43223175406455994, 1.0366871356964111, 0.40866851806640625, 1.0927549600601196, 0.2777564227581024, 0.47993314266204834]"
2340,"[0.26357302069664, 0.7871106266975403, 0.39605093002319336, 0.6542922854423523, 0.20475783944129944, 0.21894165873527527, 0.12106632441282272, 0.35304468870162964, 0.15890872478485107, 0.8016085624694824]"
2350,"[0.22522875666618347, 0.5099967122077942, 0.005233523901551962, 0.46344974637031555, 0.34708863496780396, 0.3533281981945038, 0.0484665222465992, 0.0, 0.6455922722816467, 0.6936986446380615]"
2360,"[0.6718903183937073, 0.002090357942506671, 0.5267103910446167, 0.3108202815055847, 0.6594160795211792, 0.7587217092514038, 0.39817461371421814, 1.055648684501648, 0.4626096487045288, 0.6008773446083069]"
2370,"[0.21494223177433014, 0.8559455871582031, 0.08259740471839905, 0.36406660079956055, 0.26275524497032166, 0.9171955585479736, 0.09923567622900009, 0.44624000787734985, 0.2743368446826935, 0.5985978841781616]"
2380,"[0.0, 0.6146955490112305, 0.056265342980623245, 0.14404554665088654, 0.030138226225972176, 0.0, 0.009944354183971882, 0.22994709014892578, 0.6764039993286133, 0.7305004000663757]"
2390,"[0.7283232808113098, 0.31126755475997925, 0.052082609385252, 0.7050271034240723, 0.45486342906951904, 0.31350767612457275, 0.3161291480064392, 0.8917157649993896, 0.0, 0.6682382225990295]"
2400,"[0.20259617269039154, 0.1716364324092865, 0.3354150652885437, 0.6636270880699158, 0.2636069059371948, 0.19144700467586517, 0.10843658447265625, 0.208044171333313, 0.4689878225326538, 0.9323943853378296]"
2410,"[0.0, 0.7711532115936279, 0.32576045393943787, 0.0998067855834961, 0.0, 0.18262436985969543, 0.609154999256134, 0.08974634110927582, 0.1996556669473648, 0.995553731918335]"
2420,"[0.09835740178823471, 0.7686683535575867, 0.06359091401100159, 0.5989714860916138, 0.035596247762441635, 0.41114839911460876, 0.49581480026245117, 0.4313551187515259, 0.05812415853142738, 0.8470375537872314]"
2430,"[0.10292618721723557, 0.18768183887004852, 0.1387091428041458, 0.7601199150085449, 0.6384567022323608, 0.4126630425453186, 0.008515619672834873, 0.20477443933486938, 0.20230455696582794, 1.1429414749145508]"
2440,"[1.139573574066162, 0.25965943932533264, 0.0, 0.41601645946502686, 0.291111022233963, 0.4242326617240906, 0.3298654556274414, 0.291256308555603, 0.41312968730926514, 0.9777041077613831]"
2450,"[0.16886918246746063, 0.5413703322410583, 0.09900570660829544, 0.32863113284111023, 0.0, 0.0, 0.019605489447712898, 0.37837931513786316, 0.8836818337440491, 0.43916645646095276]"
2460,"[0.0415339320898056, 0.010050850920379162, 0.23119685053825378, 0.0, 0.46814146637916565, 0.0, 0.0, 0.6037513613700867, 0.6152361035346985, 0.9541519284248352]"
2470,"[0.02637730911374092, 0.8283554911613464, 0.012029250152409077, 0.5064559578895569, 0.15526515245437622, 0.6787095665931702, 0.17433173954486847, 0.4675872027873993, 0.25388088822364807, 0.7530346512794495]"
2480,"[0.5131618976593018, 0.0, 0.3342251777648926, 0.43318191170692444, 0.19560909271240234, 0.7948446869850159, 0.0, 0.8246439099311829, 0.3901045322418213, 0.26844310760498047]"
2490,"[0.4229520857334137, 0.7597086429595947, 0.45029202103614807, 0.10531903803348541, 0.3589833378791809, 0.48879411816596985, 0.4111579656600952, 0.4463098645210266, 0.2533269226551056, 0.7165710926055908]"
2500,"[0.5454339385032654, 0.7736368775367737, 0.6492508053779602, 0.26858675479888916, 0.4970093071460724, 0.0, 0.15883952379226685, 0.32883980870246887, 0.6266734004020691, 0.14762477576732635]"
2510,"[0.2491963803768158, 0.6761623620986938, 0.30511319637298584, 0.763129472732544, 0.3110346496105194, 0.5151395201683044, 0.3323611319065094, 0.503576397895813, 0.2446119785308838, 0.6307097673416138]"
2520,"[0.0, 0.4929462671279907, 0.30884629487991333, 0.4696526825428009, 0.0, 0.2619507610797882, 0.46256592869758606, 0.39556923508644104, 0.2553565502166748, 1.0320965051651]"
2530,"[0.015434281900525093, 0.21388520300388336, 0.009605788625776768, 0.3103586733341217, 0.23460540175437927, 0.2642703056335449, 0.0894487202167511, 0.4673093855381012, 0.3998006582260132, 1.2424994707107544]"
2540,"[0.23478096723556519, 0.7453119158744812, 0.2882949709892273, 0.27137142419815063, 0.6972025036811829, 0.2865758538246155, 0.10194238275289536, 0.5873404145240784, 0.4185565710067749, 0.4079434275627136]"
2550,"[0.458224356174469, 0.01228596456348896, 0.19643481075763702, 0.8877360820770264, 0.5439704060554504, 0.5822555422782898, 0.016832085326313972, 0.6827113628387451, 0.010956215672194958, 0.8769574165344238]"
